,0,1,2,3,4,5,6,7,8,9,10,11,12,username
460,2,1,1,3,2,6,6,5,1,8,152,9,217,552
461,2,1,2,3,5,4,2,12,11,10,76,0,207,174
462,1,0,2,2,5,0,4,5,20,30,159,0,68,567
463,1,2,3,0,1,2,1,7,0,62,230,1,431,395
464,2,1,3,1,0,6,3,13,7,72,36,0,129,93
465,1,2,0,3,0,2,5,2,4,17,293,13,98,21
466,1,2,1,0,1,0,7,12,13,15,105,18,132,30
467,2,1,0,3,4,6,2,11,9,87,130,14,472,330
468,0,1,1,2,3,5,2,4,11,9,127,18,221,228
469,2,1,0,2,5,5,2,2,7,37,289,8,277,232
470,2,1,2,1,3,6,5,3,7,74,2,0,55,209
471,2,1,0,5,1,1,6,0,8,66,192,14,182,253
472,0,2,0,2,5,6,6,9,18,79,226,15,259,285
473,1,2,1,3,0,2,7,4,8,5,299,0,442,52
474,2,1,3,1,3,3,7,5,5,90,116,0,30,518
475,1,1,2,4,5,1,0,9,19,63,301,14,268,434
476,1,2,2,3,4,6,4,6,4,6,51,3,301,583
477,1,2,1,3,2,6,4,7,15,31,45,0,374,618
478,1,2,2,4,5,2,6,4,4,94,295,12,437,514
479,1,2,3,2,1,0,6,5,21,27,68,17,82,299
480,1,2,0,5,5,4,3,4,16,43,49,18,255,553
481,2,1,0,5,2,4,0,6,14,85,118,4,355,381
482,2,1,1,2,1,6,4,9,0,77,272,1,80,246
483,2,1,1,4,3,2,7,14,2,58,40,0,402,391
484,1,2,0,3,5,0,1,4,2,4,75,13,144,199
485,2,1,0,3,4,0,5,1,18,50,278,13,237,426
486,2,1,0,3,2,5,0,9,12,92,160,0,240,516
487,1,2,2,4,0,1,5,8,2,23,259,9,489,294
488,1,2,3,3,2,1,7,1,2,48,157,7,294,151
489,0,1,2,3,5,3,7,12,7,17,121,14,395,39
490,2,1,1,1,1,4,6,9,16,60,224,0,195,283
491,1,2,2,2,5,5,5,4,15,43,218,0,141,41
492,1,2,3,2,3,4,4,5,10,19,65,20,312,444
493,2,1,1,5,3,4,5,12,12,77,280,0,344,593
494,1,2,0,3,4,2,5,7,11,34,266,9,334,310
495,1,2,0,3,0,1,4,8,22,62,96,1,103,65
496,1,2,1,1,2,1,7,4,16,50,42,20,164,474
497,1,2,2,4,1,6,0,14,21,98,212,4,401,491
498,0,2,1,2,4,6,4,14,4,71,182,4,156,101
499,2,1,1,5,1,6,7,10,12,98,304,0,234,292
500,1,2,3,3,0,3,5,1,19,67,169,0,144,23
501,2,1,2,3,5,6,2,8,14,79,235,0,162,123
502,2,0,1,3,4,2,1,12,9,25,219,0,183,135
503,2,1,1,2,3,2,5,2,11,68,98,5,491,610
504,1,2,3,3,5,5,5,12,1,44,60,12,394,458
505,1,2,1,2,3,1,4,4,7,5,310,0,77,415
506,1,2,0,1,4,4,4,4,2,57,241,19,344,411
507,2,2,0,0,5,6,3,5,3,4,59,7,172,168
508,2,1,2,3,1,3,1,14,15,4,255,0,107,449
509,1,0,2,5,4,0,4,4,17,15,223,2,119,382
510,2,1,1,2,5,1,0,11,13,41,34,0,363,592
511,1,2,3,0,1,3,4,1,2,35,193,10,324,477
512,2,1,0,3,0,4,0,4,21,32,117,14,342,353
513,1,2,3,3,0,1,6,7,22,93,284,7,412,568
514,1,2,2,1,4,6,7,0,13,96,221,1,252,471
515,2,1,2,3,4,4,5,4,10,76,209,18,368,17
516,0,0,2,2,4,4,0,8,18,35,251,0,235,29
517,1,2,1,3,1,6,0,8,1,96,303,17,165,459
518,2,1,0,5,2,5,0,4,19,29,262,5,297,639
519,2,1,1,4,5,6,4,4,11,81,160,16,113,647
520,2,1,2,4,0,6,5,2,5,61,113,13,442,488
521,2,1,0,3,0,2,1,0,10,83,244,0,366,169
522,1,2,2,3,3,0,5,4,8,61,107,0,434,26
523,0,1,3,4,4,5,7,1,12,52,131,0,411,126
524,0,2,1,3,4,6,0,6,20,97,189,4,7,87
525,1,2,2,3,0,6,4,5,12,97,175,0,341,661
526,0,0,2,3,0,5,6,11,17,30,282,0,276,626
527,1,2,0,3,5,0,4,0,20,9,52,0,344,360
528,2,1,1,1,4,1,0,7,13,82,184,4,465,470
529,2,1,3,1,5,1,6,4,16,30,116,19,188,338
530,1,0,0,1,4,1,1,4,17,75,309,0,436,274
531,2,1,3,2,5,4,6,1,19,22,115,0,477,526
532,1,2,0,2,4,6,5,14,5,25,7,19,114,154
533,1,2,1,5,0,3,5,6,13,33,12,15,202,317
534,2,1,0,2,4,1,3,4,1,70,237,0,450,242
535,2,1,3,3,2,6,3,14,17,25,27,13,36,202
536,1,2,3,2,2,6,3,6,2,24,183,6,222,217
537,2,0,2,1,0,4,4,4,21,11,89,20,385,308
538,1,2,1,0,3,6,2,7,11,64,13,1,1,656
539,2,1,2,1,5,4,1,4,18,45,81,0,451,12
540,1,2,0,3,0,2,1,4,15,90,125,12,224,390
541,1,2,3,3,1,1,2,6,8,81,119,0,15,508
542,0,0,3,3,4,3,5,8,10,14,192,0,378,273
543,0,3,3,3,3,4,6,4,0,25,291,0,393,24
544,2,1,3,4,5,0,3,10,4,76,51,0,117,261
545,2,1,3,3,3,5,4,12,20,54,66,1,308,325
546,2,1,3,1,2,6,2,8,16,21,277,17,475,362
547,2,1,0,4,2,1,4,2,6,23,75,0,174,0
548,1,2,0,2,4,0,6,10,8,28,233,0,443,356
549,1,2,0,3,0,5,7,9,18,25,43,5,31,614
550,1,2,2,5,3,0,5,7,9,53,37,4,26,467
551,0,3,2,5,5,0,7,6,3,68,250,0,154,124
552,2,1,1,3,1,4,3,8,21,1,303,0,462,60
553,2,0,2,2,2,6,2,11,21,79,183,8,246,74
554,2,1,2,5,3,4,4,8,22,2,23,17,16,579
555,2,1,0,1,0,5,7,14,20,83,171,12,330,118
556,1,2,1,1,5,4,1,12,19,57,151,19,445,38
557,2,1,2,1,3,3,2,11,7,22,39,10,93,230
558,2,1,3,2,1,3,7,4,12,34,277,14,257,335
559,1,2,1,3,0,6,0,3,15,80,38,7,251,440
560,1,2,2,5,1,6,0,3,14,77,261,0,244,153
561,1,2,2,2,4,6,6,4,7,2,222,6,350,499
562,2,1,3,3,4,4,1,4,12,83,144,15,39,19
563,0,0,2,2,0,2,6,1,8,91,133,0,47,473
564,1,2,2,3,5,5,5,5,16,32,194,15,372,619
565,1,2,2,3,4,4,1,4,10,77,173,11,0,616
566,0,3,2,3,2,6,5,11,15,72,95,18,274,92
567,1,2,3,3,1,6,1,13,21,80,265,3,79,196
568,0,0,1,3,5,1,0,6,7,28,61,8,433,403
569,2,1,0,1,2,1,1,4,4,81,176,0,32,386
570,2,1,1,1,0,0,3,6,12,62,41,4,72,640
571,2,1,3,4,5,0,4,14,12,15,10,18,316,159
572,2,1,3,1,5,1,2,8,1,73,27,0,444,517
573,2,1,3,2,3,6,3,9,13,50,203,19,142,91
574,0,2,3,3,2,6,4,13,12,11,251,0,129,184
575,1,2,2,5,0,3,7,13,17,74,216,8,440,644
576,2,1,0,3,2,1,1,10,10,78,52,0,457,94
577,0,3,2,5,5,0,4,14,20,78,137,18,112,574
578,0,0,0,5,5,6,1,0,16,40,76,2,430,417
579,2,2,1,1,4,1,2,4,6,94,8,0,282,600
580,1,2,3,3,0,2,0,9,8,21,123,18,416,631
581,1,2,1,3,0,2,3,5,18,75,49,18,364,613
582,1,2,2,2,2,3,4,14,5,58,79,17,81,208
583,1,0,3,4,2,6,0,6,21,96,209,13,302,170
584,1,2,1,3,3,6,2,13,2,53,208,10,322,588
585,1,1,0,0,0,0,3,4,1,92,306,4,22,636
586,2,1,2,3,4,6,3,13,13,2,236,14,399,344
587,1,2,3,4,5,0,0,4,21,87,82,0,6,591
588,0,3,3,3,5,0,1,2,14,27,229,2,331,546
589,1,2,3,3,5,5,0,4,13,8,296,7,199,130
590,0,3,0,5,5,3,1,9,0,75,145,0,131,507
591,2,1,1,3,2,6,4,5,16,68,118,0,14,532
592,1,2,2,4,1,6,4,1,22,42,164,0,70,525
593,1,0,3,5,0,5,4,11,10,13,225,0,247,198
594,0,1,1,5,0,2,6,4,17,24,6,0,369,380
595,2,1,0,3,1,6,1,14,14,47,36,0,315,651
596,2,1,1,3,2,6,1,4,8,54,110,9,361,352
597,1,2,1,3,0,2,0,5,16,26,162,3,378,409
598,0,2,2,0,1,2,2,0,13,45,70,5,346,611
599,2,1,3,5,2,2,1,7,1,51,259,10,169,479
600,1,2,3,4,5,2,6,14,0,77,10,9,389,218
601,2,1,1,3,3,6,7,6,4,0,90,0,44,8
602,1,2,1,3,0,5,3,2,5,74,161,16,304,257
603,1,2,0,3,1,3,5,11,2,85,84,0,252,262
604,1,2,2,0,0,6,4,10,3,10,230,0,426,457
605,2,1,3,5,5,5,5,1,0,13,236,0,273,171
606,1,2,3,3,0,0,5,1,17,1,146,14,484,609
607,1,2,2,2,2,6,4,12,17,24,2,6,157,289
608,2,1,2,2,5,3,0,14,10,95,219,6,463,275
609,1,2,1,3,2,0,3,14,17,55,289,0,21,227
610,2,0,0,3,5,2,7,8,18,26,181,0,336,342
611,2,0,1,1,3,4,6,6,12,12,226,0,265,664
612,1,2,2,3,4,5,5,4,15,24,169,0,253,291
613,2,1,2,0,3,6,4,7,12,49,17,14,71,10
614,2,1,0,5,0,5,5,0,15,97,213,11,283,480
615,0,2,2,2,1,3,1,7,1,91,226,15,305,633
616,2,1,0,0,5,0,6,10,4,4,163,12,187,78
617,0,3,3,2,0,1,4,4,4,27,219,0,201,649
618,1,2,0,3,4,1,2,13,7,88,191,9,227,158
619,2,1,1,3,0,5,1,12,15,53,246,5,343,587
620,1,2,3,3,3,0,1,5,10,30,35,0,309,20
621,1,2,1,3,0,0,5,11,9,74,100,0,341,2
622,1,2,2,2,3,5,2,4,3,74,86,0,126,307
623,2,1,3,1,4,2,5,4,18,61,22,0,406,520
624,2,1,1,2,2,6,6,3,20,35,200,6,482,3
625,2,1,1,3,3,0,1,3,11,87,285,0,133,550
626,0,3,0,4,2,5,0,1,5,1,236,11,106,164
627,1,2,3,4,0,1,0,7,9,42,144,0,18,105
628,2,1,0,2,5,1,5,0,4,43,258,0,256,266
629,2,1,2,2,2,6,4,8,15,41,94,0,195,68
630,1,2,3,4,4,3,4,14,12,34,4,14,39,655
631,2,1,1,3,0,1,3,7,13,53,3,8,247,347
632,2,1,1,2,2,6,7,9,22,68,281,10,281,84
633,2,1,1,0,0,0,0,4,17,59,29,11,125,565
634,0,2,1,3,0,5,0,14,20,75,29,16,72,163
635,2,1,1,3,1,5,1,13,12,10,197,10,17,179
636,2,1,1,0,0,4,2,0,16,38,238,17,367,464
637,1,2,2,2,0,1,3,12,8,96,214,2,258,282
638,1,0,3,3,4,1,6,4,18,58,60,0,449,400
639,2,1,1,1,1,6,2,13,16,95,48,7,168,662
640,1,2,2,4,5,0,7,0,19,0,289,12,146,46
641,1,2,2,2,1,6,0,6,3,44,34,4,189,379
642,0,3,2,2,1,0,4,9,11,72,214,7,245,194
643,1,0,0,1,4,1,6,6,2,25,12,0,123,638
644,2,1,0,3,4,0,4,0,18,35,87,19,367,485
645,1,2,2,2,4,5,6,4,11,89,48,5,210,42
646,2,1,1,4,1,3,4,8,11,28,270,0,383,255
647,1,2,3,2,3,6,1,3,18,72,72,0,233,469
648,2,1,3,3,1,2,4,3,2,64,164,14,231,63
649,2,1,3,3,5,1,6,0,7,75,120,12,208,542
650,1,2,0,1,4,1,2,3,19,6,168,16,174,281
651,1,2,2,3,1,5,7,4,12,31,82,0,389,503
652,1,2,2,5,2,1,6,5,0,7,50,5,61,410
653,0,3,1,5,2,1,4,12,15,62,308,13,12,16
654,2,1,2,3,2,1,0,4,12,16,277,2,294,538
655,0,1,2,3,0,6,5,10,16,37,43,0,243,88
656,1,2,3,3,4,6,0,4,20,78,230,1,464,243
657,1,2,1,3,0,3,6,4,19,66,179,1,351,541
658,2,1,1,3,1,0,3,8,16,80,166,6,242,312
659,2,1,2,0,5,2,5,3,0,9,243,0,40,286
660,2,1,2,3,5,0,4,1,14,73,87,0,163,529
661,0,0,3,0,2,0,6,2,13,46,186,14,332,551
662,2,1,2,4,1,6,5,13,4,95,48,7,92,191
663,1,2,3,4,0,2,7,4,10,76,146,15,99,226
664,2,1,3,3,5,3,1,0,18,75,219,14,333,176
665,0,3,2,1,1,2,4,1,18,87,61,0,473,238
